member_name_original,member_name_normalized,member_name_display,party,matched,match_type,confidence,matched_candidate_name_original,matched_candidate_name_normalized,matched_candidate_name_display,election_year,election_file,notes
"McCloskey, Paul N., Jr.",paul n mccloskey,Paul N Mccloskey,Republican,no,none,0,,,,,,No high-confidence match
"Trible, Paul S., Jr.",paul s trible,Paul S Trible,Republican,no,none,0,,,,,,No high-confidence match
"Trible, Paul S., Jr.",paul s trible,Paul S Trible,Republican,no,none,0,,,,,,No high-confidence match
"Simon, Paul",paul simon,Paul Simon,Democratic,no,none,0,,,,,,No high-confidence match
"Simon, Paul",paul simon,Paul Simon,Democratic,no,none,0,,,,,,No high-confidence match
"Hawkins, Paula",paula hawkins,Paula Hawkins,Republican,no,none,0,,,,,,No high-confidence match
"Wilson, Pete",pete wilson,Pete Wilson,Republican,no,none,0,,,,,,No high-confidence match
"Peyser, Peter A.",peter a peyser,Peter A Peyser,Democratic,no,none,0,,,,,,No high-confidence match
"Peyser, Peter A.",peter a peyser,Peter A Peyser,Democratic,no,none,0,,,,,,No high-confidence match
"Frelinghuysen, Peter H. B.",peter h b frelinghuysen,Peter H B Frelinghuysen,Republican,no,none,0,,,,,,No high-confidence match
"Dominick, Peter H.",peter h dominick,Peter H Dominick,Republican,no,none,0,,,,,,No high-confidence match
"Dominick, Peter H.",peter h dominick,Peter H Dominick,Republican,no,none,0,,,,,,No high-confidence match
"Kyros, Peter N.",peter n kyros,Peter N Kyros,Democratic,no,none,0,,,,,,No high-confidence match
"Smith, Peter",peter smith,Peter Smith,Republican,no,none,0,,,,,,No high-confidence match
"King, Peter T.",peter t king,Peter T King,Republican,no,none,0,,,,,,No high-confidence match
"Rodino, Peter W., Jr.",peter w rodino,Peter W Rodino,Democratic,no,none,0,,,,,,No high-confidence match
"Gramm, Phil",phil gramm,Phil Gramm,Republican,no,none,0,,,,,,No high-confidence match
"Gramm, Phil",phil gramm,Phil Gramm,Republican,no,none,0,,,,,,No high-confidence match
"Landrum, Phil M.",phil m landrum,Phil M Landrum,Democratic,no,none,0,,,,,,No high-confidence match
"Hart, Philip A.",philip a hart,Philip A Hart,Democratic,no,none,0,,,,,,No high-confidence match
"Hayes, Philip H.",philip h hayes,Philip H Hayes,Democratic,no,none,0,,,,,,No high-confidence match
"Burton, Phillip",phillip burton,Phillip Burton,Democratic,no,none,0,,,,,,No high-confidence match
"du Pont, Pierre S., IV",pierre s du pont,Pierre S Du Pont,Republican,no,none,0,,,,,,No high-confidence match
"Burdick, Quentin N.",quentin n burdick,Quentin N Burdick,Democratic,no,none,0,,,,,,No high-confidence match
"Metcalfe, Ralph H.",ralph h metcalfe,Ralph H Metcalfe,Democratic,no,none,0,,,,,,No high-confidence match
"Abraham, Ralph Lee",ralph lee abraham,Ralph Lee Abraham,Republican,no,none,0,,,,,,No high-confidence match
"Cunningham, Randy (Duke)",randy duke cunningham,Randy Duke Cunningham,Republican,no,none,0,,,,,,No high-confidence match
"Musto, Raphael",raphael musto,Raphael Musto,Democratic,no,none,0,,,,,,No high-confidence match
"Labrador, Raul R.",raul r labrador,Raul R Labrador,Republican,no,none,0,,,,,,No high-confidence match
"Madden, Ray J.",ray j madden,Ray J Madden,Democratic,no,none,0,,,,,,No high-confidence match
"Madden, Ray J.",ray j madden,Ray J Madden,Democratic,no,none,0,,,,,,No high-confidence match
"Kogovsek, Ray",ray kogovsek,Ray Kogovsek,Democratic,no,none,0,,,,,,No high-confidence match
"Roberts, Ray",ray roberts,Ray Roberts,Democratic,no,none,0,,,,,,No high-confidence match
"Lederer, Raymond F.",raymond f lederer,Raymond F Lederer,Democratic,no,none,0,,,,,,No high-confidence match
"McGrath, Raymond J.",raymond j mcgrath,Raymond J Mcgrath,Republican,no,none,0,,,,,,No high-confidence match
"Grijalva, Raúl M.",raúl m grijalva,Raúl M Grijalva,Democratic,no,none,0,,,,,,No high-confidence match
"Keller, Ric",ric keller,Ric Keller,Republican,no,none,0,,,,,,No high-confidence match
"Gephardt, Richard A.",richard a gephardt,Richard A Gephardt,Democratic,no,none,0,,,,,,No high-confidence match
"Tonry, Richard A.",richard a tonry,Richard A Tonry,Democratic,no,none,0,,,,,,No high-confidence match
"Nugent, Richard B.",richard b nugent,Richard B Nugent,Republican,no,none,0,,,,,,No high-confidence match
"Bolling, Richard",richard bolling,Richard Bolling,Democratic,no,none,0,,,,,,No high-confidence match
"White, Richard C.",richard c white,Richard C White,Democratic,no,none,0,,,,,,No high-confidence match
"Stone, Richard (Dick)",richard dick stone,Richard Dick Stone,Democratic,no,none,0,,,,,,No high-confidence match
"Vander Veen, Richard F.",richard f vander veen,Richard F Vander Veen,Democratic,no,none,0,,,,,,No high-confidence match
"Fulton, Richard",richard fulton,Richard Fulton,Democratic,no,none,0,,,,,,No high-confidence match
"Lugar, Richard G.",richard g lugar,Richard G Lugar,Republican,no,none,0,,,,,,No high-confidence match
"Ichord, Richard H.",richard h ichord,Richard H Ichord,Democratic,no,none,0,,,,,,No high-confidence match
"Durbin, Richard J.",richard j durbin,Richard J Durbin,Democratic,no,none,0,,,,,,No high-confidence match
"Durbin, Richard J.",richard j durbin,Richard J Durbin,Democratic,no,none,0,,,,,,No high-confidence match
"Ottinger, Richard L.",richard l ottinger,Richard L Ottinger,Democratic,no,none,0,,,,,,No high-confidence match
"Ottinger, Richard L.",richard l ottinger,Richard L Ottinger,Democratic,no,none,0,,,,,,No high-confidence match
"Nolan, Richard M.",richard m nolan,Richard M Nolan,Democratic,no,none,0,,,,,,No high-confidence match
"Nolan, Richard M.",richard m nolan,Richard M Nolan,Democratic,no,none,0,,,,,,No high-confidence match
"Schweiker, Richard S.",richard s schweiker,Richard S Schweiker,Republican,no,none,0,,,,,,No high-confidence match
"Schweiker, Richard S.",richard s schweiker,Richard S Schweiker,Republican,no,none,0,,,,,,No high-confidence match
"Schulze, Richard T.",richard t schulze,Richard T Schulze,Republican,no,none,0,,,,,,No high-confidence match
"Mallary, Richard W.",richard w mallary,Richard W Mallary,Republican,no,none,0,,,,,,No high-confidence match
"Preyer, Richardson",richardson preyer,Richardson Preyer,Democratic,no,none,0,,,,,,No high-confidence match
"Renzi, Rick",rick renzi,Rick Renzi,Republican,no,none,0,,,,,,No high-confidence match
"Brady, Robert A.",robert a brady,Robert A Brady,Democratic,no,none,0,,,,,,No high-confidence match
"Gammage, Robert A.",robert a gammage,Robert A Gammage,Democratic,no,none,0,,,,,,No high-confidence match
"Roe, Robert A.",robert a roe,Robert A Roe,Democratic,no,none,0,,,,,,No high-confidence match
"Weygand, Robert A.",robert a weygand,Robert A Weygand,Democratic,no,none,0,,,,,,No high-confidence match
"Young, Robert A.",robert a young,Robert A Young,Democratic,no,none,0,,,,,,No high-confidence match
"Mathias, Robert B. (Bob)",robert b bob mathias,Robert B Bob Mathias,Republican,no,none,0,,,,,,No high-confidence match
"Duncan, Robert B.",robert b duncan,Robert B Duncan,Democratic,no,none,0,,,,,,No high-confidence match
"Duncan, Robert B.",robert b duncan,Robert B Duncan,Democratic,no,none,0,,,,,,No high-confidence match
"Scott, Robert C. ""Bobby""",robert c bobby scott,Robert C Bobby Scott,Democratic,no,none,0,,,,,,No high-confidence match
"Krueger, Robert C.",robert c krueger,Robert C Krueger,Democratic,no,none,0,,,,,,No high-confidence match
"Krueger, Robert C.",robert c krueger,Robert C Krueger,Democratic,no,none,0,,,,,,No high-confidence match
"McEwen, Robert C.",robert c mcewen,Robert C Mcewen,Republican,no,none,0,,,,,,No high-confidence match
"Price, Robert D.",robert d price,Robert D Price,Republican,no,none,0,,,,,,No high-confidence match
"Andrews, Robert E.",robert e andrews,Robert E Andrews,Democratic,no,none,0,,,,,,No high-confidence match
"Badham, Robert E.",robert e badham,Robert E Badham,Republican,no,none,0,,,,,,No high-confidence match
"Bauman, Robert E.",robert e bauman,Robert E Bauman,Republican,no,none,0,,,,,,No high-confidence match
"Cramer, Robert E. (Bud), Jr.",robert e bud cramer,Robert E Bud Cramer,Democratic,no,none,0,,,,,,No high-confidence match
"Jones, Robert E., Jr.",robert e jones,Robert E Jones,Democratic,no,none,0,,,,,,No high-confidence match
"Latta, Robert E.",robert e latta,Robert E Latta,Republican,no,none,0,,,,,,No high-confidence match
"Wise, Robert E., Jr.",robert e wise,Robert E Wise,Democratic,no,none,0,,,,,,No high-confidence match
"Bennett, Robert F.",robert f bennett,Robert F Bennett,Republican,no,none,0,,,,,,No high-confidence match
"Drinan, Robert F.",robert f drinan,Robert F Drinan,Democratic,no,none,0,,,,,,No high-confidence match
"Onder, Robert F.",robert f onder,Robert F Onder,Republican,no,none,0,,,,,,No high-confidence match
"Stephens, Robert G., Jr.",robert g stephens,Robert G Stephens,Democratic,no,none,0,,,,,,No high-confidence match
"Mollohan, Robert H.",robert h mollohan,Robert H Mollohan,Democratic,no,none,0,,,,,,No high-confidence match
"Mollohan, Robert H.",robert h mollohan,Robert H Mollohan,Democratic,no,none,0,,,,,,No high-confidence match
"Steele, Robert H.",robert h steele,Robert H Steele,Republican,no,none,0,,,,,,No high-confidence match
"Cornell, Robert J.",robert j cornell,Robert J Cornell,Democratic,no,none,0,,,,,,No high-confidence match
"Dold, Robert J.",robert j dold,Robert J Dold,Republican,no,none,0,,,,,,No high-confidence match
"Dold, Robert J.",robert j dold,Robert J Dold,Republican,no,none,0,,,,,,No high-confidence match
"Huber, Robert J.",robert j huber,Robert J Huber,Republican,no,none,0,,,,,,No high-confidence match
"Lagomarsino, Robert J.",robert j lagomarsino,Robert J Lagomarsino,Republican,no,none,0,,,,,,No high-confidence match
"Mrazek, Robert J.",robert j mrazek,Robert J Mrazek,Democratic,no,none,0,,,,,,No high-confidence match
"Wittman, Robert J.",robert j wittman,Robert J Wittman,Republican,no,none,0,,,,,,No high-confidence match
"Ehrlich, Robert L., Jr.",robert l ehrlich,Robert L Ehrlich,Republican,no,none,0,,,,,,No high-confidence match
"Sikes, Robert L. F.",robert l f sikes,Robert L F Sikes,Democratic,no,none,0,,,,,,No high-confidence match
"Leggett, Robert L.",robert l leggett,Robert L Leggett,Democratic,no,none,0,,,,,,No high-confidence match
"Turner, Robert L.",robert l turner,Robert L Turner,Republican,no,none,0,,,,,,No high-confidence match
"Tallon, Robert M. (Robin)",robert m robin tallon,Robert M Robin Tallon,Democratic,no,none,0,,,,,,No high-confidence match
"McClory, Robert",robert mcclory,Robert Mcclory,Republican,no,none,0,,,,,,No high-confidence match
"Menendez, Robert",robert menendez,Robert Menendez,Democratic,no,none,0,,,,,,No high-confidence match
"Menendez, Robert",robert menendez,Robert Menendez,Democratic,no,none,0,,,,,,No high-confidence match
"Menendez, Robert",robert menendez,Robert Menendez,Democratic,no,none,0,,,,,,No high-confidence match
"Nix, Robert N. C.",robert n c nix,Robert N C Nix,Democratic,no,none,0,,,,,,No high-confidence match
"Giaimo, Robert N.",robert n giaimo,Robert N Giaimo,Democratic,no,none,0,,,,,,No high-confidence match
"Tiernan, Robert O.",robert o tiernan,Robert O Tiernan,Democratic,no,none,0,,,,,,No high-confidence match
"Casey, Robert P., Jr.",robert p casey,Robert P Casey,Democratic,no,none,0,,,,,,No high-confidence match
"Griffin, Robert P.",robert p griffin,Robert P Griffin,Republican,no,none,0,,,,,,No high-confidence match
"Griffin, Robert P.",robert p griffin,Robert P Griffin,Republican,no,none,0,,,,,,No high-confidence match
"Hanrahan, Robert P.",robert p hanrahan,Robert P Hanrahan,Republican,no,none,0,,,,,,No high-confidence match
"Schilling, Robert T.",robert t schilling,Robert T Schilling,Republican,no,none,0,,,,,,No high-confidence match
"Stafford, Robert T.",robert t stafford,Robert T Stafford,Republican,no,none,0,,,,,,No high-confidence match
"Stafford, Robert T.",robert t stafford,Robert T Stafford,Republican,no,none,0,,,,,,No high-confidence match
"Taft, Robert, Jr.",robert taft,Robert Taft,Republican,no,none,0,,,,,,No high-confidence match
"Taft, Robert, Jr.",robert taft,Robert Taft,Republican,no,none,0,,,,,,No high-confidence match
"Taft, Robert, Jr.",robert taft,Robert Taft,Republican,no,none,0,,,,,,No high-confidence match
"Daniel, Robert W., Jr.",robert w daniel,Robert W Daniel,Republican,no,none,0,,,,,,No high-confidence match
"Edgar, Robert W.",robert w edgar,Robert W Edgar,Democratic,no,none,0,,,,,,No high-confidence match
"Kasten, Robert W., Jr.",robert w kasten,Robert W Kasten,Republican,no,none,0,,,,,,No high-confidence match
"Kasten, Robert W., Jr.",robert w kasten,Robert W Kasten,Republican,no,none,0,,,,,,No high-confidence match
"Kastenmeier, Robert W.",robert w kastenmeier,Robert W Kastenmeier,Democratic,no,none,0,,,,,,No high-confidence match
"Ney, Robert W.",robert w ney,Robert W Ney,Republican,no,none,0,,,,,,No high-confidence match
"Beard, Robin",robin beard,Robin Beard,Republican,no,none,0,,,,,,No high-confidence match
"Britt, Robin",robin britt,Robin Britt,Democratic,no,none,0,,,,,,No high-confidence match
"Hayes, Robin",robin hayes,Robin Hayes,Republican,no,none,0,,,,,,No high-confidence match
"Grams, Rod",rod grams,Rod Grams,Republican,no,none,0,,,,,,No high-confidence match
"Grams, Rod",rod grams,Rod Grams,Republican,no,none,0,,,,,,No high-confidence match
"Zion, Roger H.",roger h zion,Roger H Zion,Republican,no,none,0,,,,,,No high-confidence match
"Jepsen, Roger W.",roger w jepsen,Roger W Jepsen,Republican,no,none,0,,,,,,No high-confidence match
"Burris, Roland",roland burris,Roland Burris,Democratic,no,none,0,,,,,,No high-confidence match
"Hruska, Roman L.",roman l hruska,Roman L Hruska,Republican,no,none,0,,,,,,No high-confidence match
"Klink, Ron",ron klink,Ron Klink,Democratic,no,none,0,,,,,,No high-confidence match
"Packard, Ron",ron packard,Ron Packard,Republican,no,none,0,,,,,,No high-confidence match
"Sarasin, Ronald A.",ronald a sarasin,Ronald A Sarasin,Republican,no,none,0,,,,,,No high-confidence match
"Mottl, Ronald M.",ronald m mottl,Ronald M Mottl,Democratic,no,none,0,,,,,,No high-confidence match
"Flippo, Ronnie G.",ronnie g flippo,Ronnie G Flippo,Democratic,no,none,0,,,,,,No high-confidence match
"Taylor, Roy A.",roy a taylor,Roy A Taylor,Democratic,no,none,0,,,,,,No high-confidence match
"Dyson, Roy",roy dyson,Roy Dyson,Democratic,no,none,0,,,,,,No high-confidence match
"Long, Russell B.",russell b long,Russell B Long,Democratic,no,none,0,,,,,,No high-confidence match
"Feingold, Russell D.",russell d feingold,Russell D Feingold,Democratic,no,none,0,,,,,,No high-confidence match
"Green, S. William",s william green,S William Green,Republican,no,none,0,,,,,,No high-confidence match
"Burton, Sala",sala burton,Sala Burton,Democratic,no,none,0,,,,,,No high-confidence match
"Hall, Sam B., Jr.",sam b hall,Sam B Hall,Democratic,no,none,0,,,,,,No high-confidence match
"Ervin, Sam J., Jr.",sam j ervin,Sam J Ervin,Democratic,no,none,0,,,,,,No high-confidence match
"Ervin, Sam J., Jr.",sam j ervin,Sam J Ervin,Democratic,no,none,0,,,,,,No high-confidence match
"Nunn, Sam",sam nunn,Sam Nunn,Democratic,no,none,0,,,,,,No high-confidence match
"Steiger, Sam",sam steiger,Sam Steiger,Republican,no,none,0,,,,,,No high-confidence match
"Young, Samuel H.",samuel h young,Samuel H Young,Republican,no,none,0,,,,,,No high-confidence match
"Hayakawa, Samuel Ichiye",samuel ichiye hayakawa,Samuel Ichiye Hayakawa,Republican,no,none,0,,,,,,No high-confidence match
"Devine, Samuel L.",samuel l devine,Samuel L Devine,Republican,no,none,0,,,,,,No high-confidence match
"Stratton, Samuel S.",samuel s stratton,Samuel S Stratton,Democratic,no,none,0,,,,,,No high-confidence match
"Levin, Sander M.",sander m levin,Sander M Levin,Democratic,no,none,0,,,,,,No high-confidence match
"Baesler, Scotty",scotty baesler,Scotty Baesler,Democratic,no,none,0,,,,,,No high-confidence match
"Maloney, Sean Patrick",sean patrick maloney,Sean Patrick Maloney,Democratic,no,none,0,,,,,,No high-confidence match
"Frahm, Sheila",sheila frahm,Sheila Frahm,Republican,no,none,0,,,,,,No high-confidence match
"Capito, Shelley Moore",shelley moore capito,Shelley Moore Capito,Republican,no,none,0,,,,,,No high-confidence match
"Capito, Shelley Moore",shelley moore capito,Shelley Moore Capito,Republican,no,none,0,,,,,,No high-confidence match
"Chisholm, Shirley",shirley chisholm,Shirley Chisholm,Democratic,no,none,0,,,,,,No high-confidence match
"Pettis, Shirley N.",shirley n pettis,Shirley N Pettis,Republican,no,none,0,,,,,,No high-confidence match
"Morrison, Sid",sid morrison,Sid Morrison,Republican,no,none,0,,,,,,No high-confidence match
"Conte, Silvio O.",silvio o conte,Silvio O Conte,Republican,no,none,0,,,,,,No high-confidence match
"Callahan, Sonny",sonny callahan,Sonny Callahan,Republican,no,none,0,,,,,,No high-confidence match
"Matsunaga, Spark M.",spark m matsunaga,Spark M Matsunaga,Democratic,no,none,0,,,,,,No high-confidence match
"Matsunaga, Spark M.",spark m matsunaga,Spark M Matsunaga,Democratic,no,none,0,,,,,,No high-confidence match
"Abraham, Spencer",spencer abraham,Spencer Abraham,Republican,no,none,0,,,,,,No high-confidence match
"Parris, Stanford E. (Stan)",stanford e stan parris,Stanford E Stan Parris,Republican,no,none,0,,,,,,No high-confidence match
"Parris, Stanford E. (Stan)",stanford e stan parris,Stanford E Stan Parris,Republican,no,none,0,,,,,,No high-confidence match
"Lundine, Stanley N.",stanley n lundine,Stanley N Lundine,Democratic,no,none,0,,,,,,No high-confidence match
"Solarz, Stephen J.",stephen j solarz,Stephen J Solarz,Democratic,no,none,0,,,,,,No high-confidence match
"Knight, Stephen",stephen knight,Stephen Knight,Republican,no,none,0,,,,,,No high-confidence match
"Fincher, Stephen Lee",stephen lee fincher,Stephen Lee Fincher,Republican,no,none,0,,,,,,No high-confidence match
"Pearce, Stevan",stevan pearce,Stevan Pearce,Republican,no,none,0,,,,,,No high-confidence match
"Pearce, Stevan",stevan pearce,Stevan Pearce,Republican,no,none,0,,,,,,No high-confidence match
